1496754,0
84909594,0
1165403,0
91354446,1
85636932,1
1320109,0
91934646,0
121902070,1
92074399,1
1267960,0
86983900,1
126175418,0
2217988,1
3350813,0
93698338,1
5638515,0
5025479,1
1519548,0
85236141,1
90031211,0
85321841,1
86104621,1
93912574,1
2827979,1
1194751,0
95200862,0
3434677,1
1090598,1
5036212,0
124948470,0
124953293,1
92951495,1
93472959,1
88665300,1
92845614,0
89004040,1
125117541,1
4196544,1
94445791,0
2645421,1
4245323,1
120549121,1
3917422,0
124971004,0
94168326,1
5186262,0
90017564,0
88789695,1
1339742,0
91864662,1
125717341,0
91032878,0
123917769,0
92961895,0
2376903,0
4280684,1
90965118,0
4277125,1
88187436,1
94156769,0
125297642,0
90895501,1
83961456,0
1433015,0
125116076,0
2175667,1
88792073,1
93902966,1
85689155,1
88351891,1
1617686,1
124904104,1
93831708,0
92698108,1
92233089,1
94203060,0
88106523,1
124854833,1
2228348,1
85571918,1
1405605,0
1623567,0
87032555,0
5825205,1
3238462,0
91150159,0
3366124,1
5761897,1
4465818,1
124991818,1
85241215,1
122252787,0
121797536,0
4768256,1
6305878,0
125487135,0
2445382,1
5534867,1
1065514,0
90215699,1
1218118,0
93939330,1
122329804,1
1685262,1
3931390,1
84625812,1
84663178,1
94375304,1
120176405,1
92767426,0
3365927,1
90324500,0
83688231,0
1334403,1
1125213,0
92835550,1
125565417,1
88032143,0
85603153,1
84084766,0
1612177,1
126273258,1
88625218,0
5365026,0
84477058,1
85567704,1
91190962,1
92565614,0
85912794,1
88939257,0
90059169,0
121281083,0
125622197,1
85067414,0
95885126,1
122349621,0
120186412,1
83974742,1
4177045,0
1695670,0
5939722,1
90118523,1
3698203,1
92834379,0
90427489,1
3728351,0
88271137,0
92835289,1
93616246,1
94477318,1
3527167,0
125883677,0
1468496,1
87025493,0
94337026,0
1588193,0
4297425,0
120590639,0
120204068,0
4325107,0
82830135,1
92310949,1
92829178,1
5705190,0
1341994,0
3294819,0
121444744,1
84477384,1
85532214,1
1524310,0
120178431,0
3706099,1
93032007,0
90128995,0
88915169,0
2310287,0
1625911,0
2217690,0
6159470,0
93522436,0
3353163,1
91473953,1
88108035,1
120662422,1
88022186,1
120579803,1
87032435,1
120063923,1
120616676,0
95199847,0
125673005,0
122350581,0
1586969,1
